symbol,days_total,up_1pct_days,up_5pct_days,up_10pct_days,start_date,end_date,last_price_usd,min_invest_jpy,up1_ratio
TROW,248,53,2,1,2024-12-03,2025-11-28,102.38,15357,0.21370967741935484
DOV,248,53,2,0,2024-12-03,2025-11-28,185.28,27792,0.21370967741935484
FAST,248,53,2,0,2024-12-03,2025-11-28,40.4,6060,0.21370967741935484
DVA,248,53,1,0,2024-12-03,2025-11-28,119.68,17952,0.21370967741935484
PNC,248,53,2,0,2024-12-03,2025-11-28,190.72,28608,0.21370967741935484
PNR,248,53,3,1,2024-12-03,2025-11-28,105.24,15786,0.21370967741935484
CSX,248,53,3,0,2024-12-03,2025-11-28,35.36,5304,0.21370967741935484
EXC,248,53,0,0,2024-12-03,2025-11-28,47.12,7068,0.21370967741935484
RTX,248,53,3,0,2024-12-03,2025-11-28,174.91,26237,0.21370967741935484
LMT,248,52,0,0,2024-12-03,2025-11-28,457.86,68679,0.20967741935483872
AMCR,248,52,2,0,2024-12-03,2025-11-28,8.52,1278,0.20967741935483872
NDAQ,248,52,2,0,2024-12-03,2025-11-28,90.92,13638,0.20967741935483872
STZ,248,52,1,0,2024-12-03,2025-11-28,136.38,20457,0.20967741935483872
HST,248,52,4,1,2024-12-03,2025-11-28,17.63,2644,0.20967741935483872
EXR,248,52,1,0,2024-12-03,2025-11-28,133.17,19975,0.20967741935483872
TRV,248,52,0,0,2024-12-03,2025-11-28,292.86,43929,0.20967741935483872
HRL,248,52,0,0,2024-12-03,2025-11-28,23.21,3481,0.20967741935483872
MNST,248,52,4,0,2024-12-03,2025-11-28,74.99,11248,0.20967741935483872
MDLZ,248,52,0,0,2024-12-03,2025-11-28,57.57,8635,0.20967741935483872
CVX,248,52,1,0,2024-12-03,2025-11-28,151.13,22670,0.20967741935483872
PCAR,248,52,5,0,2024-12-03,2025-11-28,105.42,15813,0.20967741935483872
SYY,248,52,0,0,2024-12-03,2025-11-28,76.2,11430,0.20967741935483872
DIS,248,52,2,2,2024-12-03,2025-11-28,104.47,15671,0.20967741935483872
AFL,248,51,1,0,2024-12-03,2025-11-28,110.31,16546,0.2056451612903226
FDS,248,51,1,0,2024-12-03,2025-11-28,277.27,41590,0.2056451612903226
HIG,248,51,1,0,2024-12-03,2025-11-28,137.03,20554,0.2056451612903226
DAY,248,51,5,2,2024-12-03,2025-11-28,69.1,10365,0.2056451612903226
HOLX,248,51,2,1,2024-12-03,2025-11-28,74.97,11246,0.2056451612903226
EQR,248,51,1,0,2024-12-03,2025-11-28,61.75,9262,0.2056451612903226
LOW,248,51,1,0,2024-12-03,2025-11-28,242.48,36372,0.2056451612903226
CL,248,51,0,0,2024-12-03,2025-11-28,80.39,12058,0.2056451612903226
VZ,248,50,0,0,2024-12-03,2025-11-28,41.11,6167,0.20161290322580644
TYL,248,50,4,0,2024-12-03,2025-11-28,469.62,70443,0.20161290322580644
TAP,248,50,2,0,2024-12-03,2025-11-28,46.51,6976,0.20161290322580644
PAYX,248,50,1,0,2024-12-03,2025-11-28,111.69,16754,0.20161290322580644
CLX,248,50,0,0,2024-12-03,2025-11-28,107.94,16191,0.20161290322580644
WTW,248,50,0,0,2024-12-03,2025-11-28,321.0,48150,0.20161290322580644
LHX,248,50,1,0,2024-12-03,2025-11-28,278.69,41804,0.20161290322580644
ED,248,50,0,0,2024-12-03,2025-11-28,100.36,15054,0.20161290322580644
ROL,248,50,2,0,2024-12-03,2025-11-28,61.48,9222,0.20161290322580644
UDR,248,50,1,0,2024-12-03,2025-11-28,36.42,5463,0.20161290322580644
AMP,248,50,1,1,2024-12-03,2025-11-28,455.74,68361,0.20161290322580644
AME,248,50,2,0,2024-12-03,2025-11-28,197.89,29683,0.20161290322580644
PRU,248,50,1,0,2024-12-03,2025-11-28,108.25,16238,0.20161290322580644
PEG,248,50,1,0,2024-12-03,2025-11-28,83.52,12528,0.20161290322580644
WRB,248,50,2,0,2024-12-03,2025-11-28,77.69,11654,0.20161290322580644
FRT,248,50,2,0,2024-12-03,2025-11-28,98.73,14810,0.20161290322580644
NSC,248,50,2,0,2024-12-03,2025-11-28,292.09,43813,0.20161290322580644
VTR,248,50,2,0,2024-12-03,2025-11-28,80.63,12094,0.20161290322580644
